SORT	ORIG	DEST	Distance
26621	TUS	LAX	452
26622	LAX	HNL	2556
26623	HNL	LAX	2556
26624	LAX	TUS	452
26626	TUS	LGB	435
26628	TUS	DFW	814
26629	DFW	AUS	190
26630	AUS	DFW	190
26631	DFW	TUS	814
26633	LBB	DFW	282
26634	DFW	TUS	814
26654	TUS	DFW	814
26655	DFW	TUS	814
26656	DFW	CLL	164
26657	CLL	DFW	164
26659	DFW	CLL	164
26660	CLL	DFW	164
26661	DFW	TUS	814
26662	TUS	DFW	814
26664	TUS	DFW	814
26665	DFW	CLL	164
26666	CLL	DFW	164
26667	DFW	TUS	814
26669	TUS	DFW	814
26670	DFW	CLL	164
26671	CLL	DFW	164
26672	DFW	TUS	814
26674	TUS	AUS	797
26675	AUS	DFW	190
26676	DFW	TUS	814
26678	TUS	AUS	797
26679	AUS	DFW	190
26680	DFW	TUS	814
26682	TUS	AUS	797
26683	AUS	DFW	190
26684	DFW	TUS	814
26686	TUS	AUS	797
26687	AUS	DFW	190
26688	DFW	TUS	814
26690	TUS	DFW	814
26691	DFW	CLL	164
26692	CLL	DFW	164
26693	DFW	TUS	814
26695	TUS	DFW	814
26696	DFW	CLL	164
26697	CLL	DFW	164
26698	DFW	TUS	814
26700	TUS	DFW	814
26701	DFW	CLL	164
26702	CLL	DFW	164
26703	DFW	TUS	814
26705	TUS	AUS	797
26706	AUS	DFW	190
26707	DFW	TUS	814
26709	TUS	DFW	814
26710	DFW	CLL	164
26711	CLL	DFW	164
26712	DFW	TUS	814
26714	TUS	DFW	814
26715	DFW	CLL	164
26716	CLL	DFW	164
26717	DFW	TUS	814
26719	TUS	AUS	797
26720	AUS	DFW	190
26721	DFW	TUS	814
26723	SLC	TWF	175
26724	TWF	BOI	116
26725	BOI	PHX	735
26726	PHX	TUS	111
26727	TUS	SLC	601
26759	TUS	LAX	452
26760	LAX	TUS	452
26762	TUS	LAX	452
26763	LAX	TUS	452
26765	TUS	LAX	452
26766	LAX	TUS	452
26768	TUS	LAX	452
26769	LAX	TUS	452
26771	TUS	LAX	452
26772	LAX	TUS	452
26774	TUS	LAX	452
26775	LAX	TUS	452
26777	TUS	LAX	452
26778	LAX	TUS	452
26780	TUS	LAX	452
26781	LAX	TUS	452
26783	TUS	LAX	452
26784	LAX	TUS	452
26786	TUS	LAX	452
26787	LAX	TUS	452
26789	TUS	LAX	452
26790	LAX	TUS	452
26792	TUS	LAX	452
26793	LAX	TUS	452
26795	TUS	LAX	452
26796	LAX	TUS	452
26798	TUS	LAX	452
26799	LAX	TUS	452
26801	TUS	LAX	452
26802	LAX	TUS	452
26804	TUS	LAX	452
26805	LAX	TUS	452
26807	TUS	LAX	452
26808	LAX	TUS	452
26810	TUS	LAX	452
26811	LAX	TUS	452
26813	GEG	LAS	806
26814	LAS	TUS	365
26816	TUS	IAH	936
26817	IAH	CLL	74
26818	CLL	IAH	74
26819	IAH	TUS	936
26821	TUS	FAT	595
26822	FAT	PHX	494
26823	PHX	TUS	111
26825	TUS	PHX	111
26826	PHX	DTW	1671
26827	DTW	PHX	1671
26828	PHX	TUS	111
26830	TUS	PHX	111
26831	PHX	DTW	1671
26832	DTW	PHX	1671
26833	PHX	TUS	111
26835	SAN	TUS	368
26836	TUS	SAN	368
26848	TUS	DFW	814
26849	DFW	RDU	1062
26850	RDU	ATL	357
26851	ATL	TUS	1542
26853	TUS	IAH	936
26854	IAH	TUS	936
26856	IAH	TUS	936
26858	SEA	PHX	1107
26860	SEA	PHX	1107
26862	SEA	PHX	1107
26864	SEA	PHX	1107
26866	SEA	PHX	1107
26868	SEA	PHX	1107
26870	SEA	PHX	1107
26872	SEA	PHX	1107
26874	SEA	PHX	1107
26876	SEA	PHX	1107
26878	SEA	PHX	1107
26880	SEA	PHX	1107
26882	SEA	PHX	1107
26884	SEA	PHX	1107
26886	SEA	PHX	1107
26888	SEA	PHX	1107
26890	SEA	PHX	1107
26892	SEA	PHX	1107
26894	SEA	PHX	1107
26896	SEA	PHX	1107
26898	SEA	PHX	1107
26900	SEA	PHX	1107
26902	SEA	PHX	1107
26904	SEA	PHX	1107
26906	ONT	LAS	197
26907	LAS	TUS	365
26908	TUS	LAS	365
26909	LAS	ONT	197
26911	TUS	LAS	365
26912	LAS	BUR	224
26913	BUR	LAS	224
26914	LAS	TUS	365
26916	DAL	HOU	240
26946	TUS	DFW	814
26947	DFW	CLL	164
26948	CLL	DFW	164
26949	DFW	TUS	814
26951	TUS	DFW	814
26952	DFW	CLL	164
26953	CLL	DFW	164
26954	DFW	TUS	814
26956	TUS	DFW	814
26957	DFW	CLL	164
26958	CLL	DFW	164
26959	DFW	TUS	814
26961	TUS	DFW	814
26962	DFW	CLL	164
26963	CLL	DFW	164
26964	DFW	TUS	814
26966	DFW	LBB	282
26967	LBB	DFW	282
26968	DFW	TUS	814
26969	TUS	DFW	814
26971	TUS	DFW	814
26972	DFW	CLL	164
26973	CLL	DFW	164
26974	DFW	TUS	814
26976	TUS	DFW	814
26977	DFW	CLL	164
26978	CLL	DFW	164
26979	DFW	TUS	814
26981	TUS	PHX	111
26982	PHX	SEA	1107
26983	SEA	PHX	1107
26984	PHX	TUS	111
26986	TUS	PHX	111
26987	PHX	LGB	355
26989	TUS	LAX	452
26990	LAX	TUS	452
26992	LAX	TUS	452
26994	LAX	TUS	452
27024	TUS	DFW	814
27025	DFW	MCO	985
27026	MCO	DFW	985
27027	DFW	TUS	814
27029	TUS	DFW	814
27030	DFW	MCO	985
27031	MCO	DFW	985
27032	DFW	TUS	814
27034	TUS	DFW	814
27035	DFW	MCO	985
27036	MCO	DFW	985
27037	DFW	TUS	814
27039	TUS	DFW	814
27040	DFW	MCO	985
27041	MCO	DFW	985
27042	DFW	TUS	814
27044	TUS	DFW	814
27045	DFW	MCO	985
27046	MCO	DFW	985
27047	DFW	TUS	814
27049	TUS	DFW	814
27050	DFW	MCO	985
27051	MCO	DFW	985
27052	DFW	TUS	814
27054	TUS	DFW	814
27055	DFW	MCO	985
27056	MCO	DFW	985
27057	DFW	TUS	814
27059	TUS	DFW	814
27060	DFW	TUS	814
27062	PHX	AUS	872
27063	AUS	PHX	872
27065	PHX	DEN	602
27067	LAX	TUS	452
27068	TUS	LAX	452
27070	TUS	LAX	452
27071	LAX	TUS	452
27073	TUS	LAX	452
27074	LAX	TUS	452
27076	TUS	LAX	452
27077	LAX	TUS	452
27079	TUS	LAX	452
27080	LAX	TUS	452
27082	TUS	LAX	452
27083	LAX	TUS	452
27085	TUS	LAX	452
27086	LAX	TUS	452
27088	TUS	LAX	452
27089	LAX	TUS	452
27091	TUS	LAX	452
27092	LAX	TUS	452
27094	TUS	LAX	452
27095	LAX	TUS	452
27097	TUS	LAX	452
27098	LAX	TUS	452
27100	TUS	LAX	452
27101	LAX	TUS	452
27103	TUS	LAX	452
27104	LAX	TUS	452
27106	TUS	LAX	452
27107	LAX	TUS	452
27109	TUS	LAX	452
27110	LAX	TUS	452
27112	TUS	LAX	452
27113	LAX	TUS	452
27115	TUS	LAX	452
27116	LAX	TUS	452
27118	TUS	LAX	452
27119	LAX	TUS	452
27121	DEN	PHX	602
27123	TUS	LAX	452
27124	LAX	TUS	452
27126	TUS	LAX	452
27127	LAX	TUS	452
27129	TUS	LAX	452
27130	LAX	TUS	452
27132	TUS	LAX	452
27133	LAX	TUS	452
27135	TUS	LAX	452
27136	LAX	TUS	452
27138	TUS	LAX	452
27139	LAX	TUS	452
27141	TUS	LAX	452
27142	LAX	TUS	452
27144	TUS	LAX	452
27145	LAX	TUS	452
27147	TUS	LAX	452
27148	LAX	TUS	452
27150	TUS	LAX	452
27151	LAX	TUS	452
27153	TUS	LAX	452
27154	LAX	TUS	452
27156	TUS	MDW	1440
27157	MDW	TUS	1440
27159	TUS	MDW	1440
27160	MDW	TUS	1440
27162	TUS	MDW	1440
27163	MDW	TUS	1440
27165	TUS	MDW	1440
27166	MDW	TUS	1440
27168	TUS	LAX	452
27169	LAX	TUS	452
27171	TUS	LAX	452
27172	LAX	TUS	452
27174	TUS	LAX	452
27175	LAX	TUS	452
27177	TUS	LAX	452
27178	LAX	TUS	452
27180	TUS	LAX	452
27181	LAX	TUS	452
27183	TUS	LAX	452
27184	LAX	TUS	452
27186	TUS	LAX	452
27187	LAX	TUS	452
27189	TUS	LAX	452
27190	LAX	TUS	452
27192	TUS	LAX	452
27193	LAX	TUS	452
27195	TUS	LAX	452
27196	LAX	TUS	452
27198	TUS	LAX	452
27199	LAX	TUS	452
27201	TUS	LAX	452
27202	LAX	TUS	452
27204	TUS	LAX	452
27205	LAX	TUS	452
27207	TUS	LAX	452
27208	LAX	TUS	452
27210	TUS	LAX	452
27211	LAX	TUS	452
27213	TUS	LAX	452
27214	LAX	TUS	452
27216	TUS	MDW	1440
27217	MDW	TUS	1440
27219	TUS	MDW	1440
27220	MDW	TUS	1440
27222	TUS	MDW	1440
27223	MDW	TUS	1440
27225	TUS	MDW	1440
27226	MDW	TUS	1440
27228	TUS	MDW	1440
27229	MDW	TUS	1440
27231	TUS	LAX	452
27232	LAX	TUS	452
27234	TUS	LAX	452
27235	LAX	TUS	452
27237	TUS	LAX	452
27238	LAX	TUS	452
27240	TUS	LAX	452
27241	LAX	TUS	452
27243	TUS	LAX	452
27244	LAX	TUS	452
27246	TUS	LAX	452
27247	LAX	TUS	452
27249	TUS	LAX	452
27250	LAX	TUS	452
27252	TUS	LAX	452
27253	LAX	TUS	452
27255	TUS	LAX	452
27256	LAX	TUS	452
27258	TUS	LAX	452
27259	LAX	TUS	452
27261	TUS	LAX	452
27262	LAX	TUS	452
27320	TUS	LAX	452
27321	LAX	TUS	452
27323	TUS	LAX	452
27324	LAX	TUS	452
27326	TUS	LAX	452
27327	LAX	TUS	452
27329	TUS	LAX	452
27330	LAX	TUS	452
27332	TUS	LAX	452
27333	LAX	TUS	452
27335	TUS	LAX	452
27336	LAX	TUS	452
27338	TUS	LAX	452
27339	LAX	TUS	452
27341	TUS	LAX	452
27342	LAX	TUS	452
27344	TUS	LAX	452
27345	LAX	TUS	452
27347	TUS	LAX	452
27348	LAX	TUS	452
27350	TUS	LAX	452
27351	LAX	TUS	452
27353	TUS	LAX	452
27354	LAX	TUS	452
27356	TUS	LAX	452
27357	LAX	TUS	452
27359	TUS	LAX	452
27360	LAX	TUS	452
27362	TUS	LAX	452
27363	LAX	TUS	452
27437	TUS	IAH	936
27438	IAH	TUS	936
27440	TUS	IAH	936
27441	IAH	TUS	936
27443	TUS	IAH	936
27444	IAH	TUS	936
27446	TUS	IAH	936
27447	IAH	TUS	936
27449	TUS	IAH	936
27450	IAH	TUS	936
27452	SEA	PHX	1107
27454	TUS	SEA	1216
27455	SEA	TUS	1216
27457	TUS	SEA	1216
27458	SEA	TUS	1216
27460	TUS	SEA	1216
27461	SEA	TUS	1216
27477	TUS	IAH	936
27478	IAH	TUS	936
27482	TUS	LAX	452
27483	LAX	TUS	452
27487	TUS	SEA	1216
27488	SEA	SJC	697
27504	TUS	SAN	368
27505	SAN	SFO	447
27506	SFO	SAN	447
27507	SAN	TUS	368
27511	TUS	PHX	111
27512	PHX	DCA	1979
27513	DCA	PHX	1979
27514	PHX	TUS	111
27518	TUS	LAS	365
27519	LAS	MSY	1500
27520	MSY	DEN	1062
27521	DEN	TUS	639
27523	TUS	IAH	936
27524	IAH	SJO	1552
27525	SJO	IAH	1552
27526	IAH	TUS	936
27528	TUS	PHX	111
27529	PHX	SFO	651
27530	SFO	TUS	752
27534	TLH	ATL	224
27535	ATL	TUS	1542
27536	TUS	ATL	1542
27537	ATL	TLH	224
27541	TUS	ORD	1437
27542	ORD	LGA	734
27543	LGA	DFW	1389
27544	DFW	TUS	814
27546	TUS	PHX	111
27547	PHX	DFW	868
27548	DFW	DEN	642
27549	DEN	TUS	639
27553	TUS	PHX	111
27554	PHX	GDL	1038
27555	GDL	PHX	1038
27556	PHX	TUS	111
27560	TUS	ORD	1437
27561	ORD	YUL	748
27562	YUL	ORD	748
27563	ORD	TUS	1437
27565	TUS	ORD	1437
27566	ORD	DCA	612
27567	DCA	ORD	612
27568	ORD	TUS	1437
27570	TUS	PHX	111
27571	PHX	RNO	601
27572	RNO	PHX	601
27573	PHX	TUS	111
27577	TUS	PHX	111
27578	PHX	MCO	1849
27579	MCO	CLT	468
27580	CLT	SJU	1475
27581	SJU	CLT	1475
27582	CLT	PHX	1774
27583	PHX	TUS	111
27587	LAX	TUS	452
27588	TUS	LAX	452
27590	LAX	TUS	452
27591	TUS	LAX	452
27595	OAK	SAN	447
27596	SAN	TUS	368
27598	TUS	LAX	452
27599	LAX	OAK	338
27601	TUS	SAN	368
27602	SAN	OAK	447
27603	OAK	LAX	338
27604	LAX	TUS	452
27606	TUS	PHX	111
27607	PHX	RDU	1891
27608	RDU	PHX	1891
27609	PHX	TUS	111
27613	TUS	SAN	368
27614	SAN	TUS	368
27616	TUS	PHX	111
27617	PHX	SAN	305
27618	SAN	PHX	305
27619	PHX	TUS	111
27621	TUS	IAH	936
27622	IAH	JAX	817
27623	JAX	DFW	919
27624	DFW	TUS	814
27626	TUS	IAH	936
27627	IAH	JAX	817
27628	JAX	DFW	919
27629	DFW	TUS	814
27633	ABQ	TUS	321
27634	TUS	ABQ	321
27638	CLT	JFK	542
27639	JFK	IST	5016
27640	IST	JFK	5016
27641	JFK	CLT	542
27643	YUM	PHX	160
27644	PHX	SJO	2392
27645	SJO	CLT	1748
27646	CLT	PHX	1774
27647	PHX	YUM	160
27649	YUM	PHX	160
27650	PHX	FAT	494
27651	FAT	PHX	494
27652	PHX	YUM	160
27656	YUM	PHX	160
27657	PHX	SLC	508
27658	SLC	PHX	508
27659	PHX	YUM	160
27661	YUM	PHX	160
27662	PHX	PDX	1010
27663	PDX	PHX	1010
27664	PHX	YUM	160
27668	TUS	LAS	365
27669	LAS	TUS	365
27673	TUS	SLC	601
27674	SLC	TUS	601
27676	RDU	DFW	1062
27677	DFW	TUS	814
27678	TUS	ORD	1437
27679	ORD	RDU	647
27681	IND	CLT	428
27682	CLT	PHX	1774
27683	PHX	TUS	111
27684	TUS	PHX	111
27685	PHX	DCA	1979
27686	DCA	IND	500
27688	SJU	IAH	2008
27689	IAH	TUS	936
27690	TUS	ATL	1542
27691	ATL	SJU	1547
27693	ONT	TUS	409
27694	TUS	PHX	111
27695	PHX	ONT	325
27697	PHX	EWR	2133
27698	EWR	CLT	529
27699	CLT	PHX	1774
27700	PHX	TUS	111
27701	TUS	PHX	111
27703	PHX	IND	1489
27704	IND	CLT	428
27705	CLT	PHX	1774
27706	PHX	TUS	111
27707	TUS	PHX	111
27709	BMI	ATL	533
27710	ATL	TUS	1542
27711	TUS	ATL	1542
27712	ATL	BMI	533
27714	MCI	SLC	920
27715	SLC	TUS	601
27716	TUS	SLC	601
27717	SLC	MCI	920
27719	SFO	LAX	338
27720	LAX	TUS	452
27721	TUS	LAX	452
27722	LAX	SFO	338
27724	SFO	LAX	338
27725	LAX	TUS	452
27726	TUS	LAX	452
27727	LAX	SFO	338
27729	IND	ATL	432
27730	ATL	TUS	1542
27731	TUS	PHX	111
27732	PHX	IND	1489
27734	SFO	TUS	752
27735	TUS	LAX	452
27736	LAX	SFO	338
27738	CVG	DEN	1070
27739	DEN	TUS	639
27740	TUS	DEN	639
27741	DEN	CVG	1070
27743	CVG	DEN	1070
27744	DEN	TUS	639
27745	TUS	DEN	639
27746	DEN	CVG	1070
27748	SEA	PDX	130
27749	PDX	LAX	834
27750	LAX	TUS	452
27751	TUS	PHX	111
27753	TUS	LAX	452
27754	LAX	SBP	156
27755	SBP	PHX	509
27756	PHX	TUS	111
27758	SJC	SAN	418
27759	SAN	TUS	368
27760	TUS	LAX	452
27761	LAX	SJC	308
27763	SEA	TUS	1216
27764	TUS	LAS	365
27765	LAS	SEA	867
27767	LAX	TUS	452
27768	TUS	LAX	452
27770	SEA	TUS	1216
27771	TUS	SJC	722
27772	SJC	SEA	697
27774	SJC	SAN	418
27775	SAN	TUS	368
27776	TUS	LAX	452
27777	LAX	SJC	308
27779	MSY	DFW	448
27780	DFW	TUS	814
27781	TUS	DFW	814
27782	DFW	MSY	448
27784	RIC	ATL	481
27785	ATL	TUS	1542
27786	TUS	ATL	1542
27787	ATL	RIC	481
27789	RIC	ATL	481
27790	ATL	TUS	1542
27791	TUS	ATL	1542
27792	ATL	RIC	481
27794	CLE	IAH	1091
27795	IAH	TUS	936
27796	TUS	IAH	936
27797	IAH	CLE	1091
27799	SJU	IAD	1572
27800	IAD	DEN	1453
27801	DEN	TUS	639
27802	TUS	PHX	111
27803	PHX	PHL	2076
27804	PHL	SJU	1577
27806	BDL	MDW	777
27807	MDW	TUS	1440
27808	TUS	BWI	1977
27809	BWI	BDL	284
27811	OMA	LAS	1099
27812	LAS	TUS	365
27813	TUS	OMA	1046
27815	SEA	SAN	1051
27816	SAN	TUS	368
27817	TUS	ABQ	321
27818	ABQ	SEA	1180
27820	ONT	LAS	197
27821	LAS	TUS	365
27822	TUS	LAS	365
27823	LAS	ONT	197
27825	AUS	DEN	776
27826	DEN	TUS	639
27827	TUS	PHX	111
27828	PHX	AUS	872
27830	SBA	LAX	89
27831	LAX	TUS	452
27832	TUS	DEN	639
27834	BNA	CLT	329
27835	CLT	PHX	1774
27836	PHX	TUS	111
27837	TUS	PHX	111
27838	PHX	CLT	1774
27839	CLT	SDF	336
27841	SLC	LAX	590
27842	LAX	TUS	452
27843	TUS	LAX	452
27844	LAX	SLC	590
27846	TUS	ATL	1542
27847	ATL	GNV	301
27848	GNV	ATL	301
27849	ATL	TUS	1542
27851	TUS	ATL	1542
27852	ATL	GNV	301
27853	GNV	ATL	301
27854	ATL	TUS	1542
27856	TUS	SLC	601
27857	SLC	TUS	601
27859	TUS	SLC	601
27860	SLC	TUS	601
27862	TUS	PHX	111
27863	PHX	SLC	508
27864	SLC	PHX	508
27865	PHX	TUS	111
27867	TUS	SLC	601
27868	SLC	LAS	368
27869	LAS	TUS	365
27871	SLC	LAS	368
27872	LAS	TUS	365
27874	DRO	DEN	251
27875	DEN	SLC	391
27877	SLC	LAX	590
27878	LAX	TUS	452
27880	TUS	SLC	601
27881	SLC	TUS	601
27883	TUS	SLC	601
27884	SLC	TUS	601
27886	ORD	SLC	1250
27887	SLC	ORD	1250
27889	TUS	IAH	936
27890	IAH	PHL	1325
27891	PHL	IAH	1325
27892	IAH	TUS	936
27894	TUS	SJC	722
27895	SJC	LAX	308
27896	LAX	TUS	452
27898	TUS	LAX	452
27899	LAX	BOI	675
27900	BOI	SLC	291
27901	SLC	TUS	601
27903	RDU	ATL	357
27904	ATL	GSP	154
27906	GSP	DFW	862
27907	DFW	TUS	814
27909	TUS	PHX	111
27910	PHX	SLC	508
27911	SLC	PHX	508
27912	PHX	TUS	111
27914	TUS	MDW	1440
27915	MDW	RDU	632
27917	SJC	LAX	308
27918	LAX	TUS	452
27919	TUS	SJC	722
27921	TUS	IAH	936
27922	IAH	PHL	1325
27923	PHL	IAH	1325
27924	IAH	TUS	936
27926	TUS	IAH	936
27927	IAH	PHL	1325
27928	PHL	IAH	1325
27929	IAH	TUS	936
27931	TUS	IAH	936
27932	IAH	PHL	1325
27933	PHL	IAH	1325
27934	IAH	TUS	936
27936	TUS	IAH	936
27937	IAH	PHL	1325
27938	PHL	IAH	1325
27939	IAH	TUS	936
27941	TUS	IAH	936
27942	IAH	PHL	1325
27943	PHL	IAH	1325
27944	IAH	TUS	936
27946	TUS	IAH	936
27947	IAH	PHL	1325
27948	PHL	IAH	1325
27949	IAH	TUS	936
27953	TUS	IAH	936
27954	IAH	BWI	1236
27955	BWI	EWR	170
27956	EWR	TUS	2117
27960	TUS	MSP	1298
27961	MSP	DCA	931
27962	DCA	ATL	548
27963	ATL	TUS	1542
27965	TUS	SAN	368
27967	TUS	ABQ	321
27968	ABQ	TUS	321
27970	YMQ	DEN	1621
27971	TUS	DEN	639
27972	DEN	BOS	1755
27973	BOS	YMQ	253
27977	MFE	DFW	469
27978	DFW	TUS	814
27979	TUS	DFW	814
27980	DFW	MFE	469
27982	TUS	PHX	111
27983	PHX	SMF	647
27987	TUS	BOS	2289
27988	BOS	DFW	1562
27989	DFW	TUS	814
27991	TUS	PHX	111
27992	PHX	ABQ	329
27993	ABQ	PHX	329
27994	PHX	TUS	111
28001	SJC	DFW	1439
28002	DFW	DCA	1192
28003	DCA	DFW	1192
28004	DFW	TUS	814
28006	BOS	LHR	3265
28007	LHR	BOS	3265
28009	TUS	DFW	814
28010	DFW	MIA	1121
28011	MIA	GIG	4163
28012	GIG	GRU	210
28016	TUS	DFW	814
28017	DFW	SJU	2166
28018	SJU	FDF	425
28019	FDF	CAY	893
28021	TUS	PHX	111
28022	PHX	TUS	111
28023	PHX	IND	1489
28024	IND	CLT	428
28025	CLT	PHX	1774
28027	PHX	TUS	111
28028	TUS	PHX	111
28029	PHX	IND	1489
28030	IND	CLT	428
28031	CLT	PHX	1774
28036	TUS	ORD	1437
28037	ORD	TUS	1437
28039	TUS	ORD	1437
28040	ORD	TUS	1437
28042	TUS	PHX	111
28043	PHX	SLC	508
28044	SLC	PHX	508
28045	PHX	TUS	111
28047	BOS	DEN	1755
28048	DEN	TUS	639
28049	TUS	DEN	639
28050	DEN	BOS	1755
28052	MSN	DFW	822
28053	DFW	TUS	814
28054	TUS	DFW	814
28055	DFW	STL	551
28056	STL	MSN	308
28058	RDU	DFW	1062
28059	DFW	TUS	814
28060	TUS	ORD	1437
28061	ORD	RDU	647
28063	CMH	IAH	986
28064	IAH	SJC	1608
28065	SJC	TUS	722
28066	TUS	CMH	1654
28068	SJC	TUS	722
28070	GNV	ATL	301
28071	ATL	TUS	1542
28072	TUS	ATL	1542
28073	ATL	GNV	301
28075	CMH	IAH	986
28076	IAH	SJC	1608
28077	SJC	TUS	722
28078	TUS	CMH	1654
28080	PHL	PIT	268
28081	PIT	PHX	1814
28082	PHX	TUS	111
28083	TUS	PHX	111
28084	PHX	PHL	2076
28086	BJX	IAH	728
28087	IAH	LGA	1417
28088	LGA	IAH	1417
28089	IAH	BJX	728
28091	BJX	IAH	728
28092	IAH	LGA	1417
28093	LGA	IAH	1417
28094	IAH	BJX	728
28098	TUS	ORD	1437
28099	ORD	LGA	734
28100	LGA	ORD	734
28101	ORD	TUS	1437
28103	TUS	ORD	1437
28104	ORD	TUS	1437
28106	TUS	LAX	452
28107	LAX	OAK	338
28108	OAK	TUS	748
28112	TUS	DFW	814
28113	DFW	BOS	1562
28114	BOS	DFW	1562
28115	DFW	TUS	814
28119	TUS	MSP	1298
28120	MSP	LGA	1021
28121	LGA	BOS	185
28122	BOS	ATL	946
28123	ATL	TUS	1542
28125	LAX	KOA	2504
28126	KOA	LAX	2504
28130	TUS	LAX	452
28131	LAX	KOA	2504
28132	KOA	DEN	3329
28133	DEN	TUS	639
28135	LAS	IAH	1222
28137	TUS	LAS	365
28139	PDX	LAX	834
28140	LAX	TUS	452
28141	TUS	LAX	452
28142	LAX	SFO	338
28143	SFO	EUG	452
28144	EUG	PDX	106
28146	TUS	DFW	814
28147	DFW	JFK	1392
28148	JFK	MXP	3996
28149	MXP	LHR	584
28151	PHX	PIT	1814
28152	PIT	PHX	1814
28156	STL	DFW	551
28157	DFW	TUS	814
28158	TUS	DFW	814
28159	DFW	STL	551
28161	TUS	ABQ	321
28162	ABQ	DEN	350
28163	DEN	ABQ	350
28164	ABQ	TUS	321
28166	TUS	ABQ	321
28167	ABQ	DEN	350
28168	DEN	ABQ	350
28169	ABQ	TUS	321
28171	DEN	ABQ	350
28172	ABQ	TUS	321
28173	TUS	ABQ	321
28174	ABQ	DEN	350
28176	TUS	ABQ	321
28177	ABQ	DEN	350
28178	DEN	ABQ	350
28179	ABQ	TUS	321
28181	TUS	ABQ	321
28182	ABQ	DEN	350
28183	DEN	ABQ	350
28184	ABQ	TUS	321
28186	TUS	ABQ	321
28187	ABQ	DEN	350
28188	DEN	ABQ	350
28189	ABQ	TUS	321
28191	TUS	ABQ	321
28192	ABQ	DEN	350
28193	DEN	ABQ	350
28194	ABQ	TUS	321
28196	TUS	ABQ	321
28197	ABQ	DEN	350
28198	DEN	ABQ	350
28199	ABQ	TUS	321
28201	TUS	ABQ	321
28202	ABQ	DEN	350
28203	DEN	ABQ	350
28204	ABQ	TUS	321
28206	MSP	PHX	1277
28207	PHX	TUS	111
28208	TUS	PHX	111
28209	PHX	DEN	602
28210	DEN	MSP	680
28214	LNK	DEN	424
28216	PHX	TUS	111
28217	TUS	PHX	111
28218	PHX	DEN	602
28219	DEN	ABQ	350
28220	ABQ	PHX	329
28222	TUS	LAS	365
28223	LAS	DEN	629
28224	DEN	ABQ	350
28225	ABQ	TUS	321
28227	TUS	LAS	365
28228	LAS	DEN	629
28229	DEN	ABQ	350
28230	ABQ	TUS	321
28232	TUS	DFW	814
28233	DFW	PBI	1103
28234	PBI	DFW	1103
28235	DFW	TUS	814
28237	TUS	DFW	814
28238	DFW	PBI	1103
28239	PBI	DFW	1103
28240	DFW	TUS	814
28242	TUS	DFW	814
28243	DFW	PBI	1103
28244	PBI	DFW	1103
28245	DFW	TUS	814
28247	TUS	IAH	936
28248	IAH	CHS	925
28249	CHS	IAH	925
28250	IAH	TUS	936
28252	TUS	PHX	111
28253	PHX	CLT	1774
28254	CLT	BOS	728
28255	BOS	ORD	867
28256	ORD	TUS	1437
28258	TUS	PHX	111
28259	PHX	CLT	1774
28260	CLT	BOS	728
28261	BOS	ORD	867
28262	ORD	TUS	1437
28264	TUS	LAS	365
28265	LAS	TUS	365
28267	TUS	PHX	111
28268	PHX	DEN	602
28270	TUS	ABQ	321
28271	ABQ	DEN	350
28272	DEN	ABQ	350
28273	ABQ	TUS	321
28275	DEN	ABQ	350
28276	ABQ	TUS	321
28280	PHX	PHL	2076
28281	PHL	ITH	192
28282	ITH	PHL	192
28283	PHL	PHX	2076
28284	PHX	TUS	111
28285	TUS	PHX	111
28287	RDU	ATL	357
28288	ATL	TUS	1542
28289	TUS	IAH	936
28290	IAH	RDU	1043
28294	TUS	ORD	1437
28295	ORD	DCA	612
28296	DCA	ORD	612
28297	ORD	TUS	1437
28303	TUS	MDW	1440
28304	MDW	TUS	1440
28306	TUS	MDW	1440
28307	MDW	TUS	1440
28311	ATL	PHL	667
28312	PHL	DCA	120
28313	DCA	DFW	1192
28314	DFW	TUS	814
28315	TUS	ATL	1542
28319	TUS	DFW	814
28320	DFW	BOS	1562
28321	BOS	DFW	1562
28322	DFW	TUS	814
28326	LAX	FRA	5807
28327	FRA	AMS	229
28328	AMS	DEN	4812
28329	TUS	LAX	452
28333	TUS	DFW	814
28334	DFW	MSY	448
28335	MSY	DFW	448
28336	DFW	TUS	814
28338	TUS	SEA	1216
28339	SEA	TUS	1216
28341	TUS	DFW	814
28342	DFW	AUS	190
28343	AUS	DFW	190
28344	DFW	TUS	814
28346	TUS	ATL	1542
28347	ATL	IAD	534
28348	IAD	TUS	1933
28352	TUS	DFW	814
28353	DFW	MSY	448
28354	MSY	DFW	448
28355	DFW	TUS	814
28359	TUS	DFW	814
28360	DFW	DCA	1192
28361	DCA	DFW	1192
28362	DFW	TUS	814
28364	TUS	DFW	814
28365	DFW	DCA	1192
28366	DCA	DFW	1192
28367	DFW	TUS	814
28373	TUS	DFW	814
28374	DFW	DCA	1192
28375	DCA	DFW	1192
28376	DFW	TUS	814
28378	TUS	DFW	814
28379	DFW	DCA	1192
28380	DCA	DFW	1192
28381	DFW	TUS	814
28383	TUS	DFW	814
28384	DFW	DCA	1192
28385	DCA	DFW	1192
28386	DFW	TUS	814
28388	TUS	DFW	814
28389	DFW	DCA	1192
28390	DCA	DFW	1192
28391	DFW	TUS	814
28399	TUS	ATL	1542
28400	ATL	MKE	670
28401	MKE	PHX	1461
