SORT	ORIG	DEST	CO2_Emissions(tons_per_passenger)
21079	TUS	DEN	0.299
21080	DEN	TUS	0.299
21084	TUS	DFW	0.366
21085	DFW	BWI	0.644
21086	BWI	DFW	0.644
21087	DFW	TUS	0.366
21091	TUS	ABQ	0.199
21092	ABQ	TUS	0.199
21094	CLT	PHX	1.1
21095	PHX	TUS	0.13
21096	TUS	PHX	0.13
21097	PHX	PHL	1.2
21098	PHL	FRA	2.3
21099	FRA	CLT	2.5
21103	TUS	PHX	0.13
21104	PHX	SNA	0.204
21106	TUS	PHX	0.13
21107	PHX	SNA	0.204
21110	BUR	PHX	0.213
21111	PHX	TUS	0.13
21114	BUR	PHX	0.213
21115	PHX	TUS	0.13
21117	TUS	SNA	0.229
21118	SNA	BUR	0.109
21119	BUR	PHX	0.213
21120	PHX	TUS	0.13
21122	TUS	SNA	0.229
21123	SNA	BUR	0.109
21124	BUR	PHX	0.213
21125	PHX	TUS	0.13
21127	ONT	LAS	0.158
21128	LAS	TUS	0.213
21130	TUS	LAS	0.213
21131	LAS	ONT	0.158
21132	ONT	LAS	0.158
21133	LAS	TUS	0.213
21141	TUS	LAS	0.213
21142	LAS	RNO	0.206
21143	RNO	SAN	0.254
21144	SAN	TUS	0.213
21148	TUS	PHX	0.13
21149	PHX	TPA	1.1
21150	TPA	DEN	0.917
21151	DEN	TUS	0.299
21155	MSN	PHX	0.813
21156	PHX	MSP	0.707
21157	MSP	MSN	0.168
21161	TUS	DEN	0.299
21162	DEN	TUS	0.299
21164	PHX	LAX	0.214
21165	LAX	TUS	0.241
21167	PHX	LAX	0.214
21168	LAX	TUS	0.241
21170	TUS	IAH	0.404
21171	IAH	TUS	0.404
21173	TUS	PHX	0.13
21174	PHX	SAT	0.371
21175	SAT	TUS	0.344
21179	TUS	DFW	0.366
21180	DFW	TPA	0.394
21181	TPA	DFW	0.394
21182	DFW	TUS	0.366
21186	TUS	DFW	0.366
21187	DFW	MSY	0.238
21188	MSY	DFW	0.238
21189	DFW	TUS	0.366
21191	TUS	SLC	0.291
21192	SLC	SEA	0.319
21193	SEA	ANC	0.856
21194	ANC	SEA	0.856
21196	TUS	SLC	0.291
21197	SLC	SEA	0.319
21198	SEA	ANC	0.856
21199	ANC	SEA	0.856
21206	TUS	DFW	0.366
21207	DFW	MSY	0.238
21208	MSY	DFW	0.238
21209	DFW	TUS	0.366
21211	TUS	DFW	0.366
21212	DFW	DCA	0.622
21213	DCA	ORD	0.294
21214	ORD	TUS	0.849
21216	TUS	LAX	0.241
21217	LAX	SFO	0.204
21218	SFO	SAN	0.24
21219	SAN	TUS	0.213
21221	TUS	SLC	0.291
21222	SLC	SEA	0.319
21223	SEA	ANC	0.856
21224	ANC	SLC	1.2
21228	SJC	TUS	0.33
21229	TUS	SJC	0.33
21231	TUS	DFW	0.366
21232	DFW	DCA	0.622
21233	DCA	ORD	0.294
21234	ORD	TUS	0.849
21236	TUS	DFW	0.366
21237	DFW	DCA	0.622
21238	DCA	ORD	0.294
21239	ORD	TUS	0.849
21241	TUS	DFW	0.366
21242	DFW	DCA	0.622
21243	DCA	ORD	0.294
21244	ORD	TUS	0.849
21246	TUS	DFW	0.366
21247	DFW	DCA	0.622
21248	DCA	ORD	0.294
21249	ORD	TUS	0.849
21251	ATL	DFW	0.329
21252	DFW	DCA	0.622
21253	DCA	ORD	0.294
21254	ORD	TUS	0.849
21256	DEN	TUS	0.299
21257	TUS	DEN	0.299
21261	TUS	DFW	0.366
21262	DFW	DCA	0.622
21263	DCA	DFW	0.622
21264	DFW	TUS	0.366
21268	TUS	DFW	0.366
21269	DFW	MSY	0.238
21270	MSY	DFW	0.238
21271	DFW	TUS	0.366
21273	TUS	SAN	0.213
21274	SAN	TUS	0.213
21276	TUS	SAN	0.213
21277	SAN	TUS	0.213
21281	TUS	DFW	0.366
21282	DFW	ORD	0.357
21283	ORD	TUS	0.849
21285	TUS	DFW	0.366
21286	DFW	LGA	0.797
21287	LGA	DFW	0.797
21288	DFW	TUS	0.366
21290	EWR	PHX	1.3
21291	PHX	EWR	1.3
21295	TUS	DEN	0.299
21296	DEN	TUS	0.299
21300	TUS	PHX	0.13
21301	PHX	ZIH	0.702
21302	ZIH	LAX	0.936
21303	LAX	TUS	0.241
21307	PHX	SFO	0.307
21308	SFO	PHX	0.307
21310	PHX	ATL	0.968
21311	ATL	SAV	0.164
21312	SAV	ATL	0.164
21313	ATL	PHX	0.968
21317	MCO	DFW	0.43
21318	DFW	TUS	0.366
21319	TUS	DFW	0.366
21320	DFW	MCO	0.43
21322	TUS	DFW	0.366
21323	DFW	MCO	0.43
21324	MCO	DFW	0.43
21325	DFW	TUS	0.366
21327	EAT	SEA	0.126
21328	SEA	PHX	0.556
21329	PHX	TUS	0.13
21330	TUS	DEN	0.299
21331	DEN	SEA	0.477
21332	SEA	EAT	0.126
21334	EAT	SEA	0.126
21335	SEA	PHX	0.556
21336	PHX	TUS	0.13
21337	TUS	DEN	0.299
21338	DEN	SEA	0.477
21339	SEA	EAT	0.126
21341	TUS	SNA	0.229
21342	SNA	PHX	0.204
21343	PHX	TUS	0.13
21345	TUS	SNA	0.229
21346	SNA	PHX	0.204
21347	PHX	TUS	0.13
21349	TUS	LAX	0.241
21350	LAX	TUS	0.241
21352	TUS	LAX	0.241
21353	LAX	TUS	0.241
21355	TUS	LAX	0.241
21356	LAX	TUS	0.241
21360	TUS	DFW	0.366
21361	DFW	MCO	0.43
21362	MCO	DFW	0.43
21363	DFW	TUS	0.366
21365	TUS	DFW	0.366
21366	DFW	MSY	0.238
21367	MSY	DFW	0.238
21368	DFW	TUS	0.366
21370	TUS	DFW	0.366
21371	DFW	MSY	0.238
21372	MSY	DFW	0.238
21373	DFW	TUS	0.366
21377	MSP	TUS	0.726
21378	TUS	MSP	0.726
21380	MSP	TUS	0.726
21381	TUS	MSP	0.726
21383	TUS	MSP	0.726
21385	TUS	MSP	0.726
21387	LEX	DFW	0.349
21388	DFW	TUS	0.366
21389	TUS	DFW	0.366
21390	DFW	LEX	0.349
21394	SGF	DFW	0.213
21395	DFW	TUS	0.366
21396	TUS	DFW	0.366
21397	DFW	SGF	0.213
21399	IAH	TUS	0.404
21400	TUS	IAH	0.404
21404	TUS	ORD	0.849
21405	ORD	DCA	0.294
21406	DCA	DFW	0.622
21407	DFW	TUS	0.366
21411	MIA	IAH	0.428
21412	IAH	TUS	0.404
21413	TUS	IAH	0.404
21414	IAH	MIA	0.428
21416	MSP	PHX	0.707
21417	PHX	TUS	0.13
21418	TUS	PHX	0.13
21419	PHX	MSP	0.707
21421	ANC	SEA	0.856
21422	SEA	TUS	0.653
21423	TUS	SEA	0.653
21424	SEA	ANC	0.856
21426	DFW	TUS	0.366
21427	TUS	DFW	0.366
21429	DFW	TUS	0.366
21430	TUS	DFW	0.366
21432	SAT	DFW	0.174
21433	DFW	TUS	0.366
21434	TUS	DFW	0.366
21435	DFW	SAT	0.174
21439	TUS	DFW	0.366
21440	DFW	DCA	0.622
21441	DCA	DFW	0.622
21442	DFW	TUS	0.366
21446	TUS	DFW	0.366
21447	DFW	MCO	0.43
21448	MCO	DFW	0.43
21449	DFW	TUS	0.366
21451	TUS	DFW	0.366
21452	DFW	MCO	0.43
21453	MCO	DFW	0.43
21454	DFW	TUS	0.366
21458	TUS	SLC	0.291
21459	SLC	MSO	0.237
21460	MSO	SLC	0.237
21461	SLC	TUS	0.291
21463	TUS	SAN	0.213
21464	SAN	TUS	0.213
21468	SJO	MIA	0.572
21469	MIA	LIM	1.5
21471	GNV	ATL	0.193
21472	ATL	TUS	0.939
21473	TUS	ATL	0.939
21474	ATL	GNV	0.193
21476	TUS	DFW	0.366
21477	DFW	BOS	0.952
21478	BOS	DFW	0.952
21479	DFW	TUS	0.366
21483	LGA	DFW	0.797
21484	DFW	TUS	0.366
21485	TUS	DFW	0.366
21486	DFW	LGA	0.797
21488	ATL	PHX	0.968
21489	PHX	TUS	0.13
21490	TUS	PHX	0.13
21491	PHX	ATL	0.968
21493	ABQ	TUS	0.199
21494	TUS	ABQ	0.199
21496	BOS	DFW	0.952
21497	DFW	TUS	0.366
21498	TUS	DFW	0.366
21499	DFW	BOS	0.952
21501	LGA	DFW	0.797
21502	DFW	TUS	0.366
21503	TUS	DFW	0.366
21504	DFW	LGA	0.797
21506	AUS	DFW	0.152
21507	DFW	TUS	0.366
21508	TUS	DFW	0.366
21509	DFW	AUS	0.152
21511	LAX	TUS	0.241
21512	TUS	LAX	0.241
21516	ISP	LAS	1.3
21517	LAS	SLC	0.214
21518	SLC	LAS	0.214
21519	LAS	TUS	0.213
21523	TUS	LAS	0.213
21524	LAS	DEN	0.295
21526	DEN	PHX	0.287
21528	DEN	TUS	0.299
21529	TUS	LAS	0.213
21530	LAS	DEN	0.295
21532	LGA	ATL	0.343
21533	ATL	TUS	0.939
21534	TUS	ATL	0.939
21535	ATL	LGA	0.343
21537	DEN	ABQ	0.205
21538	ABQ	TUS	0.199
21539	TUS	LAS	0.213
21540	LAS	DEN	0.295
21544	TUS	LAX	0.241
21545	LAX	SJC	0.194
21546	SJC	LAS	0.219
21547	LAS	TUS	0.213
21551	DCA	PHX	1.2
21552	PHX	TUS	0.13
21556	TUS	SAN	0.213
21557	SAN	TUS	0.213
21559	SAN	SFO	0.24
21560	SFO	SAN	0.24
21564	TUS	LAS	0.213
21565	LAS	TUS	0.213
21569	TUS	SEA	0.653
21570	SEA	TUS	0.653
21572	TUS	SEA	0.653
21573	SEA	TUS	0.653
21575	TUS	DEN	0.299
21576	DEN	TUS	0.299
21578	TUS	DEN	0.299
21579	DEN	TUS	0.299
21581	TUS	DEN	0.299
21582	DEN	TUS	0.299
21584	TUS	DEN	0.299
21586	TUS	DEN	0.299
21590	TUS	LAX	0.241
21591	LAX	SFO	0.204
21592	SFO	TUS	0.34
21596	TUS	SJC	0.33
21597	SJC	LAX	0.194
21598	LAX	TUS	0.241
21600	TUS	SJC	0.33
21604	TUS	LAX	0.241
21605	LAX	TUS	0.241
21609	TUS	SJC	0.33
21610	SJC	TUS	0.33
21612	TUS	SFO	0.34
21613	SFO	TUS	0.34
21615	LAX	SJC	0.194
21617	TUS	PHX	0.13
21618	PHX	SMF	0.306
21620	PHX	SEA	0.556
21621	SEA	PHX	0.556
21623	PHX	SEA	0.556
21624	SEA	PHX	0.556
21626	PHX	SEA	0.556
21627	SEA	PHX	0.556
21629	PHX	SEA	0.556
21630	SEA	PHX	0.556
21632	PHX	SEA	0.556
21633	SEA	PHX	0.556
21635	PHX	SEA	0.556
21636	SEA	PHX	0.556
21638	PHX	SEA	0.556
21639	SEA	PHX	0.556
21641	PHX	SEA	0.556
21642	SEA	PHX	0.556
21644	PHX	SEA	0.556
21645	SEA	PHX	0.556
21647	PHX	SEA	0.556
21648	SEA	PHX	0.556
21650	PHX	SEA	0.556
21651	SEA	PHX	0.556
21653	PHX	SEA	0.556
21654	SEA	PHX	0.556
21656	TUS	PHX	0.13
21657	PHX	DSM	0.594
21658	DSM	PHX	0.594
21659	PHX	TUS	0.13
21661	PHX	SEA	0.556
21662	SEA	PHX	0.556
21664	PHX	SEA	0.556
21665	SEA	PHX	0.556
21667	TUS	PHX	0.13
21668	PHX	DSM	0.594
21669	DSM	PHX	0.594
21670	PHX	TUS	0.13
21672	TUS	PHX	0.13
21673	PHX	DSM	0.594
21674	DSM	PHX	0.594
21675	PHX	TUS	0.13
21677	TUS	PHX	0.13
21678	PHX	DSM	0.594
21679	DSM	PHX	0.594
21680	PHX	TUS	0.13
21682	TUS	PHX	0.13
21683	PHX	DSM	0.594
21684	DSM	PHX	0.594
21685	PHX	TUS	0.13
21687	TUS	PHX	0.13
21688	PHX	DSM	0.594
21689	DSM	PHX	0.594
21690	PHX	TUS	0.13
21692	TUS	PHX	0.13
21693	PHX	DSM	0.594
21694	DSM	PHX	0.594
21695	PHX	TUS	0.13
21697	TUS	PHX	0.13
21698	PHX	DSM	0.594
21699	DSM	PHX	0.594
21700	PHX	TUS	0.13
21702	TUS	PHX	0.13
21703	PHX	DSM	0.594
21704	DSM	PHX	0.594
21705	PHX	TUS	0.13
21707	TUS	PHX	0.13
21708	PHX	DSM	0.594
21709	DSM	PHX	0.594
21710	PHX	TUS	0.13
21712	TUS	PHX	0.13
21713	PHX	DSM	0.594
21714	DSM	PHX	0.594
21715	PHX	TUS	0.13
21717	TUS	PHX	0.13
21718	PHX	DSM	0.594
21719	DSM	PHX	0.594
21720	PHX	TUS	0.13
21722	TUS	PHX	0.13
21723	PHX	DSM	0.594
21724	DSM	PHX	0.594
21725	PHX	TUS	0.13
21727	TUS	PHX	0.13
21728	PHX	DSM	0.594
21729	DSM	PHX	0.594
21730	PHX	TUS	0.13
21732	TUS	PHX	0.13
21733	PHX	DSM	0.594
21734	DSM	PHX	0.594
21735	PHX	TUS	0.13
21737	TUS	PHX	0.13
21738	PHX	DSM	0.594
21739	DSM	PHX	0.594
21740	PHX	TUS	0.13
21742	TUS	PHX	0.13
21743	PHX	DSM	0.594
21744	DSM	PHX	0.594
21745	PHX	TUS	0.13
21747	TUS	PHX	0.13
21748	PHX	DSM	0.594
21749	DSM	PHX	0.594
21750	PHX	TUS	0.13
21752	TUS	PHX	0.13
21753	PHX	DSM	0.594
21754	DSM	PHX	0.594
21755	PHX	TUS	0.13
21757	TUS	PHX	0.13
21758	PHX	DSM	0.594
21759	DSM	PHX	0.594
21760	PHX	TUS	0.13
21762	PHX	SEA	0.556
21763	SEA	PHX	0.556
21765	TUS	LAS	0.213
21766	LAS	TUS	0.213
21768	TUS	LAS	0.213
21769	LAS	TUS	0.213
21771	OAK	SAN	0.24
21773	OAK	LAX	0.204
21775	PHX	ONT	0.199
21776	ONT	PHX	0.199
21778	OAK	SAN	0.24
21780	TUS	BWI	1.2
21781	BWI	LAS	1.2
21782	LAS	TUS	0.213
21784	TUS	LAS	0.213
21785	LAS	TUS	0.213
21787	SEA	PUW	0.175
21789	SEA	PUW	0.175
21791	SEA	PUW	0.175
21793	SEA	PUW	0.175
21795	SEA	PUW	0.175
21797	SEA	PUW	0.175
21799	SEA	PUW	0.175
21801	SEA	PUW	0.175
21803	SEA	PUW	0.175
21805	SEA	PUW	0.175
21807	SEA	PUW	0.175
21809	SEA	PUW	0.175
21811	SEA	PUW	0.175
21813	SEA	PUW	0.175
21815	SEA	PUW	0.175
21817	SEA	PUW	0.175
21819	SEA	PUW	0.175
21821	SEA	PUW	0.175
21823	SEA	PUW	0.175
21825	SEA	PUW	0.175
21827	SEA	PUW	0.175
21829	SEA	PUW	0.175
21831	SEA	PUW	0.175
21833	SEA	PUW	0.175
21859	TUS	IAH	0.404
21860	IAH	BNA	0.309
21861	BNA	IAH	0.309
21862	IAH	TUS	0.404
21874	TUS	DFW	0.366
21875	DFW	TUS	0.366
21877	TUS	DFW	0.366
21878	DFW	DCA	0.622
21879	DCA	ORD	0.294
21880	ORD	TUS	0.849
21882	ONT	PHX	0.199
21883	PHX	TUS	0.13
21884	TUS	PHX	0.13
21885	PHX	ONT	0.199
21887	OAK	SAN	0.24
21889	OAK	SAN	0.24
21891	SAN	TUS	0.213
21893	OAK	TUS	0.339
21894	TUS	SAN	0.213
21895	SAN	OAK	0.24
21897	LAX	TUS	0.241
21899	TUS	LAX	0.241
21901	LAX	TUS	0.241
21923	IND	DFW	0.342
21924	DFW	TUS	0.366
21925	TUS	DFW	0.366
21926	DFW	IND	0.342
21928	TUS	IAH	0.404
21929	IAH	TUS	0.404
21931	TUS	PHX	0.13
21932	PHX	ONT	0.199
21933	ONT	TUS	0.227
21935	TUS	ABQ	0.199
21936	ABQ	TUS	0.199
21938	TUS	ABQ	0.199
21939	ABQ	TUS	0.199
21941	TUS	ABQ	0.199
21942	ABQ	TUS	0.199
21944	TUS	LAS	0.213
21945	LAS	BUR	0.166
21946	BUR	LAS	0.166
21947	LAS	TUS	0.213
21949	TUS	ABQ	0.199
21950	ABQ	TUS	0.199
21952	TUS	ABQ	0.199
21953	ABQ	TUS	0.199
21955	TUS	ABQ	0.199
21956	ABQ	TUS	0.199
21958	TUS	ABQ	0.199
21959	ABQ	TUS	0.199
21961	TUS	ABQ	0.199
21962	ABQ	TUS	0.199
21964	TUS	ABQ	0.199
21965	ABQ	TUS	0.199
21967	TUS	ABQ	0.199
21968	ABQ	TUS	0.199
21970	TUS	ABQ	0.199
21971	ABQ	TUS	0.199
21973	TUS	ABQ	0.199
21974	ABQ	TUS	0.199
21976	TUS	ABQ	0.199
21977	ABQ	TUS	0.199
21979	TUS	ABQ	0.199
21980	ABQ	TUS	0.199
21982	TUS	ABQ	0.199
21983	ABQ	TUS	0.199
21985	TUS	ABQ	0.199
21986	ABQ	TUS	0.199
21988	TUS	ABQ	0.199
21989	ABQ	TUS	0.199
21991	TUS	ABQ	0.199
21992	ABQ	TUS	0.199
21994	TUS	SEA	0.653
21995	SEA	TUS	0.653
21997	TUS	SEA	0.653
21998	SEA	TUS	0.653
22000	TUS	SEA	0.653
22001	SEA	TUS	0.653
22003	TUS	SEA	0.653
22004	SEA	TUS	0.653
22006	TUS	SEA	0.653
22007	SEA	TUS	0.653
22009	TUS	SEA	0.653
22010	SEA	TUS	0.653
22012	TUS	SEA	0.653
22013	SEA	TUS	0.653
22015	TUS	SEA	0.653
22016	SEA	TUS	0.653
22018	TUS	SEA	0.653
22019	SEA	TUS	0.653
22021	TUS	SEA	0.653
22022	SEA	TUS	0.653
22024	TUS	SEA	0.653
22025	SEA	TUS	0.653
22027	TUS	SEA	0.653
22028	SEA	TUS	0.653
22030	TUS	SEA	0.653
22031	SEA	TUS	0.653
22033	TUS	SEA	0.653
22034	SEA	TUS	0.653
22036	TUS	SEA	0.653
22037	SEA	TUS	0.653
22039	TUS	SEA	0.653
22040	SEA	TUS	0.653
22042	TUS	SEA	0.653
22043	SEA	TUS	0.653
22045	TUS	SEA	0.653
22046	SEA	TUS	0.653
22048	TUS	SEA	0.653
22049	SEA	TUS	0.653
22073	SLC	DEN	0.218
22074	DEN	ICT	0.233
22075	ICT	DEN	0.233
22076	DEN	TUS	0.299
22078	TUS	DFW	0.366
22079	DFW	TUS	0.366
22081	TUS	DFW	0.366
22082	DFW	PHL	0.721
22083	PHL	DFW	0.721
22084	DFW	TUS	0.366
22086	TUS	DFW	0.366
22087	DFW	TUS	0.366
22089	TUS	DFW	0.366
22090	DFW	PHL	0.721
22091	PHL	DFW	0.721
22092	DFW	TUS	0.366
22094	LWS	SLC	0.245
22096	TUS	PHX	0.13
22097	PHX	SMF	0.306
22098	SMF	ONT	0.221
22099	ONT	TUS	0.227
22101	ABQ	TUS	0.199
22102	TUS	LAX	0.241
22104	ABQ	TUS	0.199
22105	TUS	SEA	0.653
22107	LAX	TUS	0.241
22129	IWA	EUG	3.2
22131	EUG	SEA	0.17
22132	SEA	PHX	0.556
22133	PHX	TUS	0.13
22135	EUG	SEA	0.17
22136	SEA	PHX	0.556
22137	PHX	TUS	0.13
22139	EUG	SEA	0.17
22140	SEA	PHX	0.556
22141	PHX	TUS	0.13
22143	EUG	SEA	0.17
22144	SEA	PHX	0.556
22145	PHX	TUS	0.13
22147	EUG	SEA	0.17
22148	SEA	PHX	0.556
22149	PHX	TUS	0.13
22151	EUG	SEA	0.17
22152	SEA	PHX	0.556
22153	PHX	TUS	0.13
22155	EUG	SEA	0.17
22156	SEA	PHX	0.556
22157	PHX	TUS	0.13
22159	PHX	TUS	0.13
22160	EUG	SEA	0.17
22161	SEA	PHX	0.556
22163	EUG	SEA	0.17
22164	SEA	PHX	0.556
22165	PHX	TUS	0.13
22167	EUG	SEA	0.17
22168	SEA	PHX	0.556
22169	PHX	TUS	0.13
22171	TUS	SLC	0.291
22172	SLC	EUG	0.296
22174	TUS	SLC	0.291
22175	SLC	EUG	0.296
22177	TUS	SLC	0.291
22178	SLC	EUG	0.296
22180	TUS	SLC	0.291
22181	SLC	EUG	0.296
22183	TUS	SLC	0.291
22184	SLC	EUG	0.296
22186	TUS	SLC	0.291
22187	SLC	EUG	0.296
22189	TUS	SLC	0.291
22190	SLC	EUG	0.296
22192	TUS	SLC	0.291
22193	SLC	EUG	0.296
22195	TUS	SLC	0.291
22196	SLC	EUG	0.296
22198	TUS	SLC	0.291
22199	SLC	EUG	0.296
22219	LAX	TUS	0.241
22221	OAK	LAX	0.204
22222	LAX	TUS	0.241
22223	TUS	LAX	0.241
22224	LAX	OAK	0.204
22226	LAX	HNL	1.5
22227	HNL	LAX	1.5
22229	PHX	SEA	0.556
22230	SEA	PHX	0.556
22232	PHX	SEA	0.556
22233	SEA	PHX	0.556
22235	PHX	SEA	0.556
22236	SEA	PHX	0.556
22238	PHX	SEA	0.556
22239	SEA	PHX	0.556
22241	PHX	SEA	0.556
22242	SEA	PHX	0.556
22244	SEA	PHX	0.556
22245	PHX	SEA	0.556
22247	PHX	SEA	0.556
22248	SEA	PHX	0.556
22250	PHX	SEA	0.556
22251	SEA	PHX	0.556
22253	TUS	DFW	0.366
22254	DFW	MCO	0.43
22255	MCO	DFW	0.43
22256	DFW	TUS	0.366
22258	TUS	DFW	0.366
22259	DFW	BNA	0.297
22260	BNA	DFW	0.297
22261	DFW	TUS	0.366
22289	TUS	LAX	0.241
22291	SMF	LAX	0.216
22292	LAX	SMF	0.216
22294	LAX	TUS	0.241
22296	LAX	TUS	0.241
22297	TUS	LAX	0.241
22299	TUS	LAX	0.241
22301	TUS	DEN	0.299
22303	IAH	PHX	0.47
22304	PHX	TUS	0.13
22306	FAT	PHX	0.255
22307	PHX	FAT	0.255
22309	ONT	PHX	0.199
22310	PHX	TUS	0.13
22311	TUS	PHX	0.13
22312	PHX	ONT	0.199
22314	TUS	PHX	0.13
22315	PHX	STL	0.7
22316	STL	PHX	0.7
22320	TUS	DFW	0.366
22321	DFW	TPA	0.394
22322	TPA	DFW	0.394
22323	DFW	TUS	0.366
22325	TUS	DFW	0.366
22326	DFW	TPA	0.394
22327	TPA	DFW	0.394
22328	DFW	TUS	0.366
22330	TUS	DFW	0.366
22331	DFW	TPA	0.394
22332	TPA	DFW	0.394
22333	DFW	TUS	0.366
22335	TUS	DFW	0.366
22336	DFW	TPA	0.394
22337	TPA	DFW	0.394
22338	DFW	TUS	0.366
22340	TUS	DFW	0.366
22341	DFW	TPA	0.394
22342	TPA	DFW	0.394
22343	DFW	TUS	0.366
22345	TUS	DFW	0.366
22346	DFW	TPA	0.394
22347	TPA	DFW	0.394
22348	DFW	TUS	0.366
22350	TUS	DFW	0.366
22351	DFW	TPA	0.394
22352	TPA	DFW	0.394
22353	DFW	TUS	0.366
22355	TUS	DFW	0.366
22356	DFW	TPA	0.394
22357	TPA	DFW	0.394
22358	DFW	TUS	0.366
22360	DFW	TUS	0.366
22361	TUS	DFW	0.366
22362	DFW	TPA	0.394
22363	TPA	DFW	0.394
22365	TUS	DFW	0.366
22366	DFW	TPA	0.394
22367	TPA	DFW	0.394
22368	DFW	TUS	0.366
22370	TUS	DFW	0.366
22371	DFW	TPA	0.394
22372	TPA	DFW	0.394
22373	DFW	TUS	0.366
22375	TUS	DFW	0.366
22376	DFW	TPA	0.394
22377	TPA	DFW	0.394
22378	DFW	TUS	0.366
22380	TUS	DFW	0.366
22381	DFW	TPA	0.394
22382	TPA	DFW	0.394
22383	DFW	TUS	0.366
22385	TUS	DFW	0.366
22386	DFW	TPA	0.394
22387	TPA	DFW	0.394
22388	DFW	TUS	0.366
22390	DFW	TUS	0.366
22391	TUS	DFW	0.366
22393	TUS	DFW	0.366
22394	DFW	TPA	0.394
22395	TPA	DFW	0.394
22396	DFW	TUS	0.366
22398	TUS	DFW	0.366
22399	DFW	TPA	0.394
22400	TPA	DFW	0.394
22401	DFW	TUS	0.366
22403	TUS	DFW	0.366
22404	DFW	TPA	0.394
22405	TPA	DFW	0.394
22406	DFW	TUS	0.366
22408	TUS	DFW	0.366
22409	DFW	TPA	0.394
22410	TPA	DFW	0.394
22411	DFW	TUS	0.366
22413	TUS	DFW	0.366
22414	DFW	TPA	0.394
22415	TPA	DFW	0.394
22416	DFW	TUS	0.366
22418	TUS	DFW	0.366
22419	DFW	TPA	0.394
22420	TPA	DFW	0.394
22421	DFW	TUS	0.366
22423	TUS	DFW	0.366
22424	DFW	TPA	0.394
22425	TPA	DFW	0.394
22426	DFW	TUS	0.366
22428	TUS	DFW	0.366
22429	DFW	TPA	0.394
22430	TPA	DFW	0.394
22431	DFW	TUS	0.366
22433	TUS	DFW	0.366
22434	DFW	TPA	0.394
22435	TPA	DFW	0.394
22436	DFW	TUS	0.366
22438	TUS	DFW	0.366
22439	DFW	TPA	0.394
22440	TPA	DFW	0.394
22441	DFW	TUS	0.366
22443	TPA	DFW	0.394
22444	DFW	TUS	0.366
22445	TUS	DFW	0.366
22446	DFW	TPA	0.394
22448	TUS	DFW	0.366
22449	DFW	TPA	0.394
22450	TPA	DFW	0.394
22451	DFW	TUS	0.366
22453	TUS	DFW	0.366
22454	DFW	TPA	0.394
22455	TPA	DFW	0.394
22456	DFW	TUS	0.366
22458	IAH	TUS	0.404
22462	TUS	MDW	0.851
22463	MDW	HOU	0.407
22465	PHX	SNA	0.204
22466	SNA	PHX	0.204
22468	MDW	TUS	0.851
22469	TUS	MDW	0.851
22487	TUS	DFW	0.366
22488	DFW	TUS	0.366
22490	TUS	DFW	0.366
22491	DFW	TUS	0.366
22493	TUS	DFW	0.366
22494	DFW	TUS	0.366
22496	TUS	DFW	0.366
22497	DFW	TUS	0.366
22499	TUS	DFW	0.366
22500	DFW	TUS	0.366
22502	TUS	DFW	0.366
22503	DFW	TUS	0.366
22505	TUS	DFW	0.366
22506	DFW	TUS	0.366
22508	TUS	DFW	0.366
22509	DFW	TUS	0.366
22511	TUS	DFW	0.366
22512	DFW	TUS	0.366
22514	TUS	DFW	0.366
22515	DFW	TUS	0.366
22517	TUS	DFW	0.366
22518	DFW	TUS	0.366
22520	TUS	DFW	0.366
22521	DFW	TUS	0.366
22523	TUS	DFW	0.366
22524	DFW	TUS	0.366
22526	TUS	DFW	0.366
22527	DFW	TUS	0.366
22529	TUS	DFW	0.366
22530	DFW	TUS	0.366
22532	TUS	DFW	0.366
22533	DFW	TUS	0.366
22535	TUS	DFW	0.366
22536	DFW	TUS	0.366
22538	TUS	DFW	0.366
22539	DFW	TUS	0.366
22541	TUS	ABQ	0.199
22542	ABQ	TUS	0.199
22544	ASA	RFD	3.2
22556	TUS	DFW	0.366
22557	DFW	CMH	0.396
22558	CMH	ORD	0.19
22559	ORD	TUS	0.849
22561	TUS	DFW	0.366
22562	DFW	CMH	0.396
22563	CMH	ORD	0.19
22564	ORD	TUS	0.849
22566	LWS	SLC	0.245
22567	SLC	TUS	0.291
22571	TUS	IAH	0.404
22572	IAH	TUS	0.404
22574	ONT	PHX	0.199
22575	PHX	TUS	0.13
22576	TUS	PHX	0.13
22577	PHX	ONT	0.199
22579	TUS	PHX	0.13
22580	PHX	SJC	0.296
22582	SJC	TUS	0.33
22584	LAS	SNA	0.168
22585	SNA	LAS	0.168
22586	LAS	TUS	0.213
22587	TUS	LAS	0.213
22589	SEA	PUW	0.175
22609	TUS	DFW	0.366
22610	DFW	MCI	0.246
22611	MCI	DFW	0.246
22612	DFW	TUS	0.366
22624	HOU	DAL	0.172
22626	BUR	LAS	0.166
22627	LAS	TUS	0.213
22629	TUS	IAH	0.404
22630	IAH	TUS	0.404
22632	LAX	IAH	0.796
22633	IAH	DFW	0.163
22634	DFW	TUS	0.366
22636	TUS	DFW	0.366
22637	DFW	TUS	0.366
22639	SLC	TUS	0.291
22640	TUS	SLC	0.291
22641	SLC	LAX	0.287
22643	YEG	SLC	0.38
22644	SLC	TUS	0.291
22645	TUS	YEG	0.88
22669	SMF	SAN	0.251
22670	SAN	TUS	0.213
