SORT	ORIG	DEST	CO2_Emissions(tons_per_passenger)
19481	LAS	TUS	0.213
19483	TUS	LAS	0.213
19484	LAS	TUS	0.213
19486	TUS	LAS	0.213
19487	LAS	TUS	0.213
19489	SEA	PHX	0.556
19490	PHX	TUS	0.13
19492	SEA	PHX	0.556
19493	PHX	TUS	0.13
19495	SEA	PHX	0.556
19496	PHX	TUS	0.13
19498	SEA	PHX	0.556
19499	PHX	TUS	0.13
19501	SEA	PHX	0.556
19502	PHX	TUS	0.13
19504	SEA	PHX	0.556
19505	PHX	TUS	0.13
19507	SEA	PHX	0.556
19508	PHX	TUS	0.13
19510	SEA	PHX	0.556
19511	PHX	TUS	0.13
19515	TUS	DFW	0.366
19516	DFW	FLL	0.551
19517	FLL	DFW	0.551
19518	DFW	TUS	0.366
19528	DEN	TUS	0.299
19529	TUS	DEN	0.299
19530	BOI	DEN	0.304
19531	DEN	BOI	0.304
19535	TUS	DFW	0.366
19536	DFW	AUS	0.152
19537	AUS	DFW	0.152
19538	DFW	TUS	0.366
19540	TUS	DFW	0.366
19541	DFW	AUS	0.152
19542	AUS	DFW	0.152
19543	DFW	TUS	0.366
19545	TUS	DFW	0.366
19546	DFW	AUS	0.152
19547	AUS	DFW	0.152
19548	DFW	TUS	0.366
19550	TUS	DFW	0.366
19551	DFW	AUS	0.152
19552	AUS	DFW	0.152
19553	DFW	TUS	0.366
19555	TUS	DFW	0.366
19556	DFW	AUS	0.152
19557	AUS	DFW	0.152
19558	DFW	TUS	0.366
19560	TUS	DFW	0.366
19561	DFW	AUS	0.152
19562	AUS	DFW	0.152
19563	DFW	TUS	0.366
19565	DFW	AUS	0.152
19566	AUS	DFW	0.152
19567	DFW	TUS	0.366
19568	TUS	DFW	0.366
19570	TUS	DFW	0.366
19571	DFW	AUS	0.152
19572	AUS	DFW	0.152
19573	DFW	TUS	0.366
19575	TUS	DFW	0.366
19576	DFW	AUS	0.152
19577	AUS	DFW	0.152
19578	DFW	TUS	0.366
19580	DFW	AUS	0.152
19581	AUS	DFW	0.152
19582	DFW	TUS	0.366
19583	TUS	DFW	0.366
19585	TUS	DFW	0.366
19586	DFW	AUS	0.152
19587	DFW	TUS	0.366
19588	AUS	DFW	0.152
19590	TUS	DFW	0.366
19591	DFW	AUS	0.152
19592	AUS	DFW	0.152
19593	DFW	TUS	0.366
19595	TUS	DFW	0.366
19596	DFW	AUS	0.152
19597	AUS	DFW	0.152
19598	DFW	TUS	0.366
19600	TUS	DFW	0.366
19601	DFW	AUS	0.152
19602	AUS	DFW	0.152
19603	DFW	TUS	0.366
19605	TUS	DFW	0.366
19606	DFW	AUS	0.152
19607	AUS	DFW	0.152
19608	DFW	TUS	0.366
19610	TUS	DFW	0.366
19611	DFW	AUS	0.152
19612	AUS	DFW	0.152
19613	DFW	TUS	0.366
19615	TUS	DFW	0.366
19616	DFW	AUS	0.152
19617	AUS	DFW	0.152
19618	DFW	TUS	0.366
19620	TUS	DFW	0.366
19621	DFW	AUS	0.152
19622	AUS	DFW	0.152
19623	DFW	TUS	0.366
19625	TUS	DFW	0.366
19626	DFW	AUS	0.152
19627	AUS	DFW	0.152
19628	DFW	TUS	0.366
19630	TUS	DFW	0.366
19631	DFW	AUS	0.152
19632	AUS	DFW	0.152
19633	DFW	TUS	0.366
19635	TUS	DFW	0.366
19636	DFW	AUS	0.152
19637	AUS	DFW	0.152
19638	DFW	TUS	0.366
19640	TUS	DFW	0.366
19641	DFW	AUS	0.152
19642	AUS	DFW	0.152
19643	DFW	TUS	0.366
19645	TUS	DFW	0.366
19646	DFW	AUS	0.152
19647	AUS	DFW	0.152
19648	DFW	TUS	0.366
19650	TUS	DFW	0.366
19651	DFW	AUS	0.152
19652	AUS	DFW	0.152
19653	DFW	TUS	0.366
19655	TUS	DFW	0.366
19656	DFW	AUS	0.152
19657	AUS	DFW	0.152
19658	DFW	TUS	0.366
19660	TUS	DFW	0.366
19661	DFW	AUS	0.152
19662	AUS	DFW	0.152
19663	DFW	TUS	0.366
19665	TUS	DFW	0.366
19666	DFW	AUS	0.152
19667	AUS	DFW	0.152
19668	DFW	TUS	0.366
19670	TUS	DFW	0.366
19671	DFW	AUS	0.152
19672	AUS	DFW	0.152
19673	DFW	TUS	0.366
19675	TUS	DFW	0.366
19676	DFW	AUS	0.152
19677	AUS	DFW	0.152
19678	DFW	TUS	0.366
19680	TUS	DFW	0.366
19681	DFW	AUS	0.152
19682	AUS	DFW	0.152
19683	DFW	TUS	0.366
19685	TUS	DFW	0.366
19686	DFW	AUS	0.152
19687	AUS	DFW	0.152
19688	DFW	TUS	0.366
19690	TUS	DFW	0.366
19691	DFW	AUS	0.152
19692	AUS	DFW	0.152
19693	DFW	TUS	0.366
19695	TUS	DFW	0.366
19696	DFW	AUS	0.152
19697	AUS	DFW	0.152
19698	DFW	TUS	0.366
19700	TUS	DFW	0.366
19701	DFW	AUS	0.152
19702	AUS	DFW	0.152
19703	DFW	TUS	0.366
19705	TUS	DFW	0.366
19706	DFW	AUS	0.152
19707	AUS	DFW	0.152
19708	DFW	TUS	0.366
19710	TUS	DFW	0.366
19711	DFW	AUS	0.152
19712	AUS	DFW	0.152
19713	DFW	TUS	0.366
19715	TUS	DFW	0.366
19716	DFW	AUS	0.152
19717	AUS	DFW	0.152
19718	DFW	TUS	0.366
19720	TUS	DFW	0.366
19721	DFW	AUS	0.152
19722	AUS	DFW	0.152
19723	DFW	TUS	0.366
19725	TUS	DFW	0.366
19726	DFW	AUS	0.152
19727	AUS	DFW	0.152
19728	DFW	TUS	0.366
19730	TUS	DFW	0.366
19731	DFW	AUS	0.152
19732	AUS	DFW	0.152
19733	DFW	TUS	0.366
19735	TUS	DFW	0.366
19736	DFW	AUS	0.152
19737	AUS	DFW	0.152
19738	DFW	TUS	0.366
19740	TUS	DFW	0.366
19741	DFW	AUS	0.152
19742	AUS	DFW	0.152
19743	DFW	TUS	0.366
19745	TUS	DFW	0.366
19746	DFW	AUS	0.152
19747	AUS	DFW	0.152
19748	DFW	TUS	0.366
19750	TUS	DFW	0.366
19751	DFW	AUS	0.152
19752	AUS	DFW	0.152
19753	DFW	TUS	0.366
19755	TUS	DFW	0.366
19756	DFW	AUS	0.152
19757	AUS	DFW	0.152
19758	DFW	TUS	0.366
19760	TUS	DFW	0.366
19761	DFW	AUS	0.152
19762	AUS	DFW	0.152
19763	DFW	TUS	0.366
19765	TUS	DFW	0.366
19766	DFW	AUS	0.152
19767	AUS	DFW	0.152
19768	DFW	TUS	0.366
19770	TUS	DFW	0.366
19771	DFW	AUS	0.152
19772	AUS	DFW	0.152
19773	DFW	TUS	0.366
19775	DFW	TUS	0.366
19776	TUS	DFW	0.366
19777	DFW	AUS	0.152
19778	AUS	DFW	0.152
19780	TUS	DFW	0.366
19781	DFW	AUS	0.152
19782	AUS	DFW	0.152
19783	DFW	TUS	0.366
19785	TUS	LAX	0.241
19786	LAX	TUS	0.241
19788	LAX	TUS	0.241
19796	MDW	LAS	0.922
19797	LAS	ONT	0.158
19798	ONT	LAS	0.158
19799	LAS	TUS	0.213
19801	DAL	HOU	0.172
19802	HOU	MDW	0.407
19812	RSW	ATL	0.263
19813	ATL	LAX	1.2
19819	TUS	OMA	0.502
19820	OMA	PHX	0.494
19821	PHX	TUS	0.13
19823	TUS	OMA	0.502
19824	OMA	PHX	0.494
19825	PHX	TUS	0.13
19827	TUS	OMA	0.502
19828	OMA	PHX	0.494
19829	PHX	TUS	0.13
19831	TUS	OMA	0.502
19832	OMA	PHX	0.494
19833	PHX	TUS	0.13
19835	TUS	OMA	0.502
19836	OMA	PHX	0.494
19837	PHX	TUS	0.13
19839	TUS	OMA	0.502
19840	OMA	PHX	0.494
19841	PHX	TUS	0.13
19843	TUS	OMA	0.502
19844	OMA	PHX	0.494
19845	PHX	TUS	0.13
19847	TUS	OMA	0.502
19848	OMA	PHX	0.494
19849	PHX	TUS	0.13
19851	TUS	OMA	0.502
19852	OMA	PHX	0.494
19853	PHX	TUS	0.13
19855	TUS	OMA	0.502
19856	OMA	PHX	0.494
19857	PHX	TUS	0.13
19859	TUS	OMA	0.502
19860	OMA	PHX	0.494
19861	PHX	TUS	0.13
19863	OMA	PHX	0.494
19864	PHX	TUS	0.13
19865	TUS	OMA	0.502
19867	TUS	OMA	0.502
19868	OMA	PHX	0.494
19869	PHX	TUS	0.13
19871	TUS	OMA	0.502
19872	OMA	PHX	0.494
19873	PHX	TUS	0.13
19875	TUS	OMA	0.502
19876	OMA	PHX	0.494
19877	PHX	TUS	0.13
19879	TUS	OMA	0.502
19880	OMA	PHX	0.494
19881	PHX	TUS	0.13
19883	TUS	OMA	0.502
19884	OMA	PHX	0.494
19885	PHX	TUS	0.13
19887	TUS	OMA	0.502
19888	OMA	PHX	0.494
19889	PHX	TUS	0.13
19891	TUS	OMA	0.502
19892	OMA	PHX	0.494
19893	PHX	TUS	0.13
19895	TUS	OMA	0.502
19896	OMA	PHX	0.494
19897	PHX	TUS	0.13
19899	TUS	OMA	0.502
19900	OMA	PHX	0.494
19901	PHX	TUS	0.13
19903	TUS	OMA	0.502
19904	OMA	PHX	0.494
19905	PHX	TUS	0.13
19907	TUS	OMA	0.502
19908	OMA	PHX	0.494
19909	PHX	TUS	0.13
19911	TUS	OMA	0.502
19912	OMA	PHX	0.494
19913	PHX	TUS	0.13
19915	TUS	OMA	0.502
19916	OMA	PHX	0.494
19917	PHX	TUS	0.13
19919	TUS	OMA	0.502
19920	OMA	PHX	0.494
19921	PHX	TUS	0.13
19923	TUS	OMA	0.502
19924	OMA	PHX	0.494
19925	PHX	TUS	0.13
19927	TUS	OMA	0.502
19928	OMA	PHX	0.494
19929	PHX	TUS	0.13
19931	TUS	OMA	0.502
19932	OMA	PHX	0.494
19933	PHX	TUS	0.13
19935	TUS	OMA	0.502
19936	OMA	PHX	0.494
19937	PHX	TUS	0.13
19943	TUS	LAX	0.241
19944	LAX	TUS	0.241
19946	TUS	DFW	0.366
19947	DFW	MIA	0.553
19948	MIA	DFW	0.553
19949	DFW	TUS	0.366
19951	SLC	TUS	0.291
19953	TUS	LAS	0.213
19955	LAS	TUS	0.213
19957	TUS	LAX	0.241
19958	LAX	SLC	0.287
19970	TUS	SAN	0.213
19971	SAN	TUS	0.213
19987	BOS	DFW	0.952
19988	DFW	TUS	0.366
19989	TUS	DFW	0.366
19990	DFW	BOS	0.952
19994	TUS	DFW	0.366
19995	DFW	DCA	0.622
19996	DCA	IND	0.257
19997	IND	CMH	0.153
19998	DFW	TUS	0.366
20000	TUS	BNA	0.827
20001	BNA	DFW	0.297
20002	DFW	TUS	0.366
20006	TUS	SFO	0.34
20007	SFO	TUS	0.34
20059	TUS	DFW	0.366
20060	DFW	AUS	0.152
20061	AUS	DFW	0.152
20062	DFW	TUS	0.366
20064	TUS	DFW	0.366
20065	DFW	AUS	0.152
20066	AUS	DFW	0.152
20067	DFW	TUS	0.366
20069	TUS	DFW	0.366
20070	DFW	AUS	0.152
20071	AUS	DFW	0.152
20072	DFW	TUS	0.366
20076	TUS	DFW	0.366
20077	DFW	DCA	0.622
20078	DCA	DFW	0.622
20079	DFW	TUS	0.366
20087	TUS	PHX	0.13
20088	PHX	PSP	0.178
20089	PSP	PHX	0.178
20090	PHX	TUS	0.13
20092	TUS	PHX	0.13
20093	PHX	PSP	0.178
20094	PSP	PHX	0.178
20095	PHX	TUS	0.13
20097	TUS	PHX	0.13
20098	PHX	PSP	0.178
20099	PSP	PHX	0.178
20100	PHX	TUS	0.13
20102	TUS	MEM	0.659
20103	MEM	DFW	0.232
20104	DFW	TUS	0.366
20106	TUS	MEM	0.659
20107	MEM	DFW	0.232
20108	DFW	TUS	0.366
20110	TUS	DFW	0.366
20111	DFW	DCA	0.622
20112	DCA	DFW	0.622
20113	DFW	TUS	0.366
20117	TUS	PHX	0.13
20118	PHX	LAS	0.177
20119	LAS	PHX	0.177
20120	PHX	TUS	0.13
20124	PHX	LAX	0.214
20125	LAX	PHX	0.214
20129	TUS	LAX	0.241
20133	TUS	ATL	0.939
20134	ATL	ZRH	2.7
20135	ZRH	ATL	2.7
20136	ATL	TUS	0.939
20138	LAX	ICN	3.5
20139	ICN	LAX	3.5
20140	LAX	TUS	0.241
20141	TUS	LAX	0.241
20143	SBA	LAX	0.123
20144	LAX	TUS	0.241
20145	TUS	LAX	0.241
20146	LAX	SBA	0.123
20148	TUS	PHX	0.13
20149	PHX	SEA	0.556
20150	SEA	PHX	0.556
20151	PHX	TUS	0.13
20153	SEA	LAX	0.422
20157	PHX	MCO	1.1
20158	MCO	PHX	1.1
20160	TUS	DFW	0.366
20161	DFW	LHR	2.7
20162	LHR	BUD	0.398
20163	BUD	LHR	0.398
20164	LHR	DFW	2.7
20165	DFW	TUS	0.366
20167	PHX	ORD	0.851
20168	ORD	LHR	2.3
20169	LHR	BUD	0.398
20170	BUD	LHR	0.398
20171	LHR	PHX	3.1
20177	SMF	PHX	0.306
20178	PHX	SMF	0.306
20180	MSP	PHX	0.707
20181	PHX	MSP	0.707
20183	YYZ	PHX	1.1
20184	PHX	YYZ	1.1
20192	TUS	PHX	0.13
20193	PHX	SFO	0.307
20194	SFO	PHX	0.307
20195	PHX	TUS	0.13
20197	PHX	SFO	0.307
20198	SFO	PHX	0.307
20199	PHX	TUS	0.13
20200	TUS	PHX	0.13
20202	TUS	PHX	0.13
20203	PHX	SFO	0.307
20204	SFO	PHX	0.307
20205	PHX	TUS	0.13
20207	TUS	DFW	0.366
20208	DFW	TPA	0.394
20209	TPA	DFW	0.394
20210	DFW	TUS	0.366
20214	PHX	SFO	0.307
20215	SFO	PHX	0.307
20219	BCN	ATL	2.6
20220	ATL	TUS	0.939
20221	TUS	ATL	0.939
20222	ATL	DKR	2.5
20223	DKR	CMN	0.842
20224	CMN	BCN	0.344
20226	TUS	LAX	0.241
20227	LAX	RNO	0.222
20228	RNO	LAS	0.206
20229	LAS	TUS	0.213
20233	TUS	DFW	0.366
20234	DFW	SJU	1.3
20235	SJU	FDF	0.233
20236	FDF	CAY	0.387
20237	CAY	FDF	0.387
20238	FDF	SJU	0.233
20239	SJU	DFW	1.3
20240	DFW	TUS	0.366
20245	TUS	SAN	0.213
20246	SAN	TUS	0.213
20248	TUS	IAH	0.404
20249	IAH	TPA	0.352
20250	TPA	IAH	0.352
20251	IAH	TUS	0.404
20253	PHX	DEN	0.287
20254	DEN	MEM	0.383
20255	MEM	DEN	0.383
20256	DEN	PHX	0.287
20258	TUS	LAX	0.241
20259	LAX	TUS	0.241
20263	TUS	SAN	0.213
20264	SAN	SFO	0.24
20265	SFO	LAX	0.204
20266	LAX	TUS	0.241
20272	TUS	SLC	0.291
20273	SLC	TUS	0.291
20275	TUS	DFW	0.366
20276	DFW	LHR	2.7
20277	LHR	MUC	0.285
20278	MUC	MXP	0.171
20280	MUC	PSA	0.201
20281	PSA	MUC	0.201
20283	TUS	DFW	0.366
20284	DFW	JFK	0.799
20285	JFK	BRU	2.1
20286	BRU	GVA	0.202
20290	TUS	ORD	0.849
20291	ORD	MCO	0.466
20292	MCO	DFW	0.43
20293	DFW	TUS	0.366
20295	TUS	ORD	0.849
20296	ORD	MCO	0.466
20297	MCO	DFW	0.43
20298	DFW	TUS	0.366
20303	OMA	ORD	0.23
20304	ORD	OMA	0.23
20306	TUS	ORD	0.849
20307	ORD	TUS	0.849
20309	TUS	ORD	0.849
20310	ORD	TUS	0.849
20315	TUS	ORD	0.849
20316	ORD	TUS	0.849
20318	TUS	ORD	0.849
20319	ORD	TUS	0.849
20321	TUS	ORD	0.849
20322	ORD	TUS	0.849
20324	TUS	ORD	0.849
20325	ORD	TUS	0.849
20327	TUS	ORD	0.849
20328	ORD	TUS	0.849
20330	TUS	ORD	0.849
20331	ORD	TUS	0.849
20333	TUS	ORD	0.849
20334	ORD	TUS	0.849
20336	TUS	ORD	0.849
20337	ORD	TUS	0.849
20339	TUS	ORD	0.849
20340	ORD	TUS	0.849
20346	TUS	DFW	0.366
20347	DFW	DCA	0.622
20348	DCA	DFW	0.622
20349	DFW	TUS	0.366
20351	TUS	LAX	0.241
20352	LAX	TUS	0.241
20356	IND	DFW	0.342
20357	DFW	TUS	0.366
20358	TUS	DFW	0.366
20359	DFW	IND	0.342
20361	MSN	ORD	0.129
20362	ORD	BOS	0.378
20363	BOS	ORD	0.378
20364	ORD	MSN	0.129
20368	TUS	DFW	0.366
20369	DFW	DCA	0.622
20370	DCA	DFW	0.622
20371	DFW	TUS	0.366
20375	PHX	ATL	0.968
20376	ATL	PHX	0.968
20378	TUS	LAX	0.241
20379	LAX	TUS	0.241
20383	TUS	ORD	0.849
20384	ORD	TUS	0.849
20386	TUS	DFW	0.366
20387	DFW	DCA	0.622
20388	DCA	DFW	0.622
20389	DFW	TUS	0.366
20393	TUS	PHX	0.13
20394	PHX	SMF	0.306
20395	SMF	PHX	0.306
20396	PHX	TUS	0.13
20398	TUS	DFW	0.366
20399	DFW	MIA	0.553
20400	MIA	SDQ	0.368
20401	SDQ	SJU	0.177
20406	RNO	PHX	0.29
20407	PHX	TUS	0.13
20409	TUS	SFO	0.34
20410	SFO	RNO	0.157
20412	TUS	IAH	0.404
20413	IAH	ATL	0.319
20414	ATL	IAH	0.319
20415	IAH	TUS	0.404
20419	TUS	DFW	0.366
20420	DFW	MIA	0.553
20421	MIA	DFW	0.553
20422	DFW	TUS	0.366
20424	TUS	DFW	0.366
20425	DFW	MSY	0.238
20426	MSY	DFW	0.238
20427	DFW	TUS	0.366
20429	TUS	DFW	0.366
20430	DFW	MSY	0.238
20431	MSY	DFW	0.238
20432	DFW	TUS	0.366
20436	TUS	DFW	0.366
20437	DFW	BWI	0.644
20438	BWI	PIT	0.158
20439	PIT	DFW	0.523
20443	TUS	PHX	0.13
20444	PHX	ACA	0.798
20445	ACA	PHX	0.798
20446	PHX	TUS	0.13
20448	TUS	PHX	0.13
20449	PHX	ACA	0.798
20450	ACA	PHX	0.798
20451	PHX	TUS	0.13
20453	TUS	DFW	0.366
20454	DFW	SCL	2.8
20455	SCL	ANF	0.323
20456	ANF	SCL	0.323
20457	SCL	DFW	2.8
20458	DFW	TUS	0.366
20460	TUS	DFW	0.366
20461	DFW	SCL	2.8
20462	SCL	ANF	0.323
20463	ANF	SCL	0.323
20464	SCL	DFW	2.8
20465	DFW	TUS	0.366
20467	TUS	DFW	0.366
20468	DFW	SCL	2.8
20469	SCL	ANF	0.323
20470	ANF	SCL	0.323
20471	SCL	DFW	2.8
20472	DFW	TUS	0.366
20474	TUS	ATL	0.939
20475	ATL	EZE	2.9
20476	EZE	ATL	2.9
20477	ATL	TUS	0.939
20479	ICT	ATL	0.35
20480	ATL	EZE	2.9
20481	EZE	ATL	2.9
20482	ATL	TUS	0.939
20489	TUS	DFW	0.366
20490	DFW	SCL	2.8
20491	SCL	ANF	0.323
20492	ANF	SCL	0.323
20493	SCL	LAX	3.3
20494	LAX	TUS	0.241
20496	TUS	SFO	0.34
20497	SFO	LAX	0.204
20498	LAX	TUS	0.241
20500	TUS	SFO	0.34
20501	SFO	LAX	0.204
20502	LAX	TUS	0.241
20506	CDG	LAX	3.3
20507	LAX	TUS	0.241
20508	TUS	ATL	0.939
20509	ATL	CDG	2.5
20510	CDG	CAI	1.2
20511	CAI	CDG	1.2
20515	TUS	DEN	0.299
20516	DEN	HNL	1.9
20517	HNL	LAX	1.5
20518	LAX	TUS	0.241
20527	TUS	LAS	0.213
20528	LAS	TUS	0.213
20534	SEA	GEG	0.167
20546	SEA	GEG	0.167
20548	SEA	GEG	0.167
20556	TUS	PHX	0.13
20557	PHX	YYC	0.661
20558	YYC	PHX	0.661
20559	PHX	TUS	0.13
20563	TUS	PHX	0.13
20564	PHX	ATL	0.968
20565	ATL	PHX	0.968
20566	PHX	TUS	0.13
20570	LAX	CDG	3.3
20571	CDG	FLR	0.273
20572	FLR	CDG	0.273
20573	CDG	LAX	3.3
20575	TUS	LAX	0.241
20577	TUS	DEN	0.299
20578	DEN	FRA	2.9
20579	FRA	FLR	0.24
20580	FLR	FRA	0.24
20588	TUS	DFW	0.366
20589	DFW	SAT	0.174
20590	SAT	DFW	0.174
20591	DFW	TUS	0.366
20595	LAX	TUS	0.241
20596	TUS	LAX	0.241
20600	TUS	PHX	0.13
20601	PHX	SFO	0.307
20602	SFO	PHX	0.307
20603	PHX	TUS	0.13
20605	TUS	DFW	0.366
20606	DFW	STL	0.273
20607	STL	DFW	0.273
20608	DFW	TUS	0.366
20610	TUS	LAX	0.241
20611	LAX	BKK	5.1
20612	BKK	LAX	5.1
20613	LAX	TUS	0.241
20615	OKC	LAX	0.624
20616	LAX	BKK	5.1
20617	BKK	NRT	1.7
20618	NRT	LAX	3.2
20619	LAX	OKC	0.624
20623	TUS	DFW	0.366
20624	DFW	SAT	0.174
20625	SAT	DFW	0.174
20626	DFW	TUS	0.366
20630	TUS	PHX	0.13
20631	PHX	SAT	0.371
20632	SAT	TUS	0.344
20636	TUS	DFW	0.366
20637	DFW	DCA	0.622
20638	DCA	DFW	0.622
20639	DFW	TUS	0.366
20643	TUS	SAN	0.213
20644	SAN	SFO	0.24
20645	SFO	LAX	0.204
20646	LAX	TUS	0.241
20650	TUS	DFW	0.366
20651	DFW	DCA	0.622
20652	DCA	DFW	0.622
20653	DFW	TUS	0.366
20657	TUS	ATL	0.939
20658	ATL	DKR	2.5
20659	DKR	ATL	2.5
20660	ATL	TUS	0.939
20664	TUS	MSY	0.678
20665	MSY	DFW	0.238
20666	DFW	TUS	0.366
20668	TUS	DFW	0.366
20669	DFW	MCO	0.43
20670	MCO	DFW	0.43
20671	DFW	TUS	0.366
20673	TUS	MSY	0.678
20674	MSY	DFW	0.238
20675	DFW	TUS	0.366
20679	PHX	SJC	0.296
20680	SJC	PHX	0.296
20682	TUS	PHX	0.13
20683	PHX	SJC	0.296
20684	SJC	PHX	0.296
20685	PHX	TUS	0.13
20689	TUS	SAN	0.213
20690	SAN	SJC	0.23
20691	SJC	LAX	0.194
20692	LAX	TUS	0.241
20694	TUS	SAN	0.213
20695	SAN	SJC	0.23
20696	SJC	SAN	0.23
20697	SAN	TUS	0.213
20701	EWR	PHX	1.3
20702	PHX	EWR	1.3
20706	TUS	PHX	0.13
20707	PHX	IAH	0.47
20708	IAH	PHX	0.47
20709	PHX	TUS	0.13
20713	TUS	ATL	0.939
20714	ATL	DXB	4.6
20715	DXB	ADD	0.957
20716	ADD	DXB	0.957
20717	DXB	ATL	4.6
20718	ATL	TUS	0.939
20724	TUS	DFW	0.366
20725	DFW	BNA	0.297
20726	BNA	ORD	0.228
20727	ORD	TUS	0.849
20729	TUS	DFW	0.366
20730	DFW	BNA	0.297
20731	BNA	ORD	0.228
20732	ORD	TUS	0.849
20734	TUS	DFW	0.366
20735	DFW	BNA	0.297
20736	BNA	DFW	0.297
20737	DFW	TUS	0.366
20741	DEN	SFO	0.421
20742	SFO	DEN	0.421
20750	TUS	LAS	0.213
20751	LAS	TUS	0.213
20753	TUS	LAS	0.213
20754	LAS	TUS	0.213
20756	TUS	LAS	0.213
20757	LAS	TUS	0.213
20759	TUS	LAS	0.213
20760	LAS	TUS	0.213
20762	TUS	LAS	0.213
20763	LAS	TUS	0.213
20765	TUS	LAS	0.213
20766	LAS	TUS	0.213
20772	TUS	PHX	0.13
20773	PHX	DEN	0.287
20774	DEN	PHX	0.287
20775	PHX	TUS	0.13
20779	TUS	PHX	0.13
20780	PHX	LAX	0.214
20781	LAX	TUS	0.241
20798	TUS	IAH	0.404
20799	IAH	MLU	0.179
20800	MLU	IAH	0.179
20801	IAH	TUS	0.404
20803	TUS	IAH	0.404
20804	IAH	MLU	0.179
20805	MLU	IAH	0.179
20806	IAH	TUS	0.404
20808	TUS	IAH	0.404
20809	IAH	MLU	0.179
20810	MLU	IAH	0.179
20811	IAH	TUS	0.404
20813	TUS	IAH	0.404
20814	IAH	MLU	0.179
20815	MLU	IAH	0.179
20816	IAH	TUS	0.404
20840	TUS	LAS	0.213
20841	LAS	TUS	0.213
20843	DEN	IAH	0.378
20844	IAH	BTR	0.176
20845	BTR	MLU	0.142
20846	MLU	TUS	0.554
20848	TUS	IAH	0.404
20849	IAH	AUS	0.141
20850	AUS	IAH	0.141
20851	IAH	TUS	0.404
20853	TUS	IAH	0.404
20854	IAH	AUS	0.141
20855	AUS	IAH	0.141
20856	IAH	TUS	0.404
20858	OAK	LAS	0.226
20859	LAS	TUS	0.213
20861	TUS	LAS	0.213
20862	LAS	TUS	0.213
20864	TUS	LAS	0.213
20865	LAS	TUS	0.213
20867	TUS	LAS	0.213
20868	LAS	TUS	0.213
20872	SMF	SAN	0.251
20901	LAS	TUS	0.213
20902	TUS	LAS	0.213
20918	TUS	ORD	0.849
20919	ORD	DCA	0.294
20920	DCA	DFW	0.622
20921	DFW	TUS	0.366
20925	TUS	LAX	0.241
20926	LAX	SLC	0.287
20927	SLC	TUS	0.291
20929	TUS	LAX	0.241
20930	LAX	SLC	0.287
20931	SLC	TUS	0.291
20933	TUS	LAS	0.213
20934	LAS	SLC	0.214
20935	SLC	LAX	0.287
20936	LAX	TUS	0.241
20938	TUS	SFO	0.34
20939	SFO	SMF	0.122
20940	SMF	LAX	0.216
20941	LAX	TUS	0.241
20943	TUS	LAX	0.241
20944	LAX	SMF	0.216
20945	SMF	LAS	0.224
20946	LAS	TUS	0.213
20950	TUS	PHX	0.13
20951	PHX	MRY	0.289
20952	MRY	SFO	0.119
20953	SFO	TUS	0.34
20955	TUS	PHX	0.13
20956	PHX	MRY	0.289
20957	MRY	SFO	0.119
20958	SFO	TUS	0.34
20960	TUS	PHX	0.13
20961	PHX	MRY	0.289
20962	MRY	SFO	0.119
20963	SFO	TUS	0.34
20965	TUS	PHX	0.13
20966	PHX	MRY	0.289
20967	MRY	SFO	0.119
20968	SFO	TUS	0.34
20970	TUS	PHX	0.13
20971	PHX	MRY	0.289
20972	MRY	PHX	0.289
20973	PHX	TUS	0.13
20975	TUS	PHX	0.13
20976	PHX	MRY	0.289
20977	MRY	PHX	0.289
20978	PHX	TUS	0.13
20980	SFO	TUS	0.34
20981	TUS	PHX	0.13
20982	PHX	MRY	0.289
20983	MRY	SMF	0.142
20984	SMF	SFO	0.122
20986	TUS	PHX	0.13
20987	PHX	MRY	0.289
20988	MRY	SFO	0.119
20989	SFO	TUS	0.34
20991	TUS	PHX	0.13
20992	PHX	MRY	0.289
20993	MRY	PHX	0.289
20994	PHX	TUS	0.13
20998	BUR	LAS	0.166
20999	LAS	TUS	0.213
21000	TUS	LAS	0.213
21001	LAS	BUR	0.166
21005	TUS	IAH	0.404
21006	IAH	MCO	0.373
21007	MCO	IAH	0.373
21008	IAH	TUS	0.404
21010	TUS	LAS	0.213
21011	LAS	TUS	0.213
21015	TUS	LAS	0.213
21016	LAS	TUS	0.213
21020	TUS	CLT	1
21021	CLT	BWI	0.211
21022	BWI	PHX	1.2
21023	PHX	TUS	0.13
21027	YOW	IAD	0.241
21028	IAD	PHX	1.2
21030	PHX	SLC	0.26
21031	SLC	PHX	0.26
21033	PHX	SJC	0.296
21034	SJC	PHX	0.296
21036	PHX	SJC	0.296
21037	SJC	PHX	0.296
21041	ABQ	TUS	0.199
21043	ABQ	TUS	0.199
21047	TUS	DEN	0.299
21048	DEN	TUS	0.299
21052	TUS	PHX	0.13
21053	PHX	MRY	0.289
21055	MRY	SFO	0.119
21056	SFO	TUS	0.34
21058	TUS	LAS	0.213
21059	LAS	TUS	0.213
21061	TUS	PHX	0.13
21062	PHX	MRY	0.289
21063	MRY	LAX	0.181
21064	LAX	TUS	0.241
21066	TUS	LAS	0.213
21067	LAS	TUS	0.213
21071	TUS	SAN	0.213
21072	SAN	TUS	0.213
21076	TUS	DEN	0.299
21077	DEN	TUS	0.299
